fuente;numero victima;municipio id;municipio nombre;fecha hecho;hora hecho;momento hecho;edad;sexo;clase victima;vehiculo victima;tipo via;tipo incidente;clima
Ministerio de Seguridad;1-2017-662;;;13/05/2017;9:50:00;Diurno;33;Masculino;Conductor;Motocicleta;Autopista nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-82;;;13/05/2017;3:00:00;Nocturno;33;Masculino;Conductor;Motocicleta;Autopista nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-1063;60274;Florencio Varela;14/05/2017;0:50:00;Nocturno;28;Masculino;Conductor;Motocicleta;Calle;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-204;;;14/05/2017;2:00:00;Nocturno;25;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-739;;;14/05/2017;4:00:00;Nocturno;Sin especificar;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1145;60515;Malvinas Argentinas;15/05/2017;9:40:00;Diurno;Sin especificar;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-512;;;15/05/2017;14:30:00;Diurno;50;Masculino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-920;;;15/05/2017;1:10:00;Nocturno;Sin especificar;Masculino;Acompañante;Automóvil;Ruta provincial;Colisión vehículo/Objeto;Lluvia
Ministerio de Seguridad;1-2017-1005;;;16/05/2017;4:20:00;Nocturno;63;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-240;60028;Almirante Brown;16/05/2017;17:25:00;Diurno;Sin especificar;Femenino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-453;;;16/05/2017;8:00:00;Diurno;38;Femenino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Nublado
Ministerio de Seguridad;1-2017-454;;;16/05/2017;8:00:00;Diurno;Sin especificar;Masculino;Ocupante de vehículo sin especificar;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Nublado
Ministerio de Seguridad;1-2017-707;;;16/05/2017;9:15:00;Diurno;46;Femenino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-876;60056;Bahía Blanca;16/05/2017;8:39:00;Diurno;57;Femenino;Peatón;Peatón;Ruta nacional;Colisión vehículo/Persona;Bueno
Egresos hospitalarios;2-2017-1232;60049;Azul;16/05/2017;Sin especificar;Sin especificar;69;Femenino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Egresos hospitalarios;2-2017-1235;60778;San Vicente;16/05/2017;Sin especificar;Sin especificar;43;Femenino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1064;60274;Florencio Varela;18/05/2017;12:30:00;Diurno;86;Femenino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Egresos hospitalarios;2-2017-1211;;;18/05/2017;Sin especificar;Sin especificar;15;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1006;;;19/05/2017;19:40:00;Nocturno;47;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1118;;;19/05/2017;11:11:00;Diurno;23;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Objeto;Bueno
Ministerio de Seguridad;1-2017-378;;;20/05/2017;0:05:00;Nocturno;45;Masculino;Conductor;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Llovizna
Ministerio de Seguridad;1-2017-877;60056;Bahía Blanca;20/05/2017;13:00:00;Diurno;21;Femenino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-182;;;21/05/2017;8:30:00;Diurno;23;Masculino;Conductor;Motocicleta;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-475;;;21/05/2017;7:30:00;Diurno;36;Femenino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Nublado
Ministerio de Seguridad;1-2017-476;;;21/05/2017;7:30:00;Diurno;66;Femenino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Nublado
Ministerio de Seguridad;1-2017-477;;;21/05/2017;7:30:00;Diurno;70;Masculino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Nublado
Ministerio de Seguridad;1-2017-1146;;;22/05/2017;13:35:00;Diurno;20;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Otro
Ministerio de Seguridad;1-2017-1065;60274;Florencio Varela;23/05/2017;11:33:00;Diurno;20;Femenino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-241;60134;Cañuelas;23/05/2017;10:00:00;Diurno;76;Femenino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Bueno
Egresos hospitalarios;2-2017-1295;;;23/05/2017;Sin especificar;Sin especificar;78;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-379;;;24/05/2017;8:00:00;Diurno;38;Femenino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Objeto;Bueno
Ministerio de Seguridad;1-2017-83;;;24/05/2017;13:00:00;Diurno;70;Masculino;Conductor;Camión;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-1007;60274;Florencio Varela;25/05/2017;19:20:00;Nocturno;54;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-663;;;26/05/2017;15:34:00;Diurno;67;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Bueno
Egresos hospitalarios;2-2017-1275;;;26/05/2017;Sin especificar;Sin especificar;26;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-337;;;27/05/2017;14:40:00;Diurno;Sin especificar;Femenino;Acompañante;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-84;;;27/05/2017;14:10:00;Diurno;72;Femenino;Acompañante;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-86;;;27/05/2017;1:30:00;Nocturno;17;Masculino;Acompañante;Motocicleta;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-87;;;27/05/2017;1:30:00;Nocturno;25;Masculino;Conductor;Motocicleta;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Egresos hospitalarios;2-2017-1226;60274;Florencio Varela;27/05/2017;Sin especificar;Sin especificar;55;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1147;;;28/05/2017;6:35:00;Nocturno;33;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-957;;;28/05/2017;8:30:00;Diurno;18;Masculino;Conductor;Motocicleta;Autopista provincial;Colisión vehículo/Vehículo;Sin especificar
Egresos hospitalarios;2-2017-1202;;;28/05/2017;Sin especificar;Sin especificar;19;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1148;;;29/05/2017;7:00:00;Nocturno;74;Masculino;Conductor;Bicicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-550;60274;Florencio Varela;29/05/2017;14:50:00;Diurno;12;Femenino;Acompañante;Bicicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Egresos hospitalarios;2-2017-1292;;;29/05/2017;Sin especificar;Sin especificar;21;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1008;60274;Florencio Varela;30/05/2017;9:30:00;Diurno;25;Masculino;Conductor;Bicicleta;Calle;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-878;60056;Bahía Blanca;30/05/2017;16:00:00;Diurno;8;Femenino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-338;;;31/05/2017;12:00:00;Diurno;50;Masculino;Acompañante;Otro;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-607;;;31/05/2017;12:00:00;Diurno;45;Masculino;Conductor;Bicicleta;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-85;;;31/05/2017;12:00:00;Nocturno;45;Masculino;Conductor;Bicicleta;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-88;;;01/06/2017;23:30:00;Nocturno;21;Masculino;Conductor;Automóvil;Ruta nacional;Vuelco/Despiste;Bueno
Reparos;3-2017-1335;;;01/06/2017;18:10:00;Diurno;51;Masculino;Ocupante de vehículo sin especificar;Bicicleta;Calle;Sin especificar;Sin especificar
Reparos;3-2017-1340;;;01/06/2017;23:00:00;Nocturno;20;Masculino;Ocupante de vehículo sin especificar;Motocicleta;Calle;Sin especificar;Sin especificar
Reparos;3-2017-1342;;;01/06/2017;13:30:00;Diurno;73;Masculino;Peatón;Peatón;Calle;Sin especificar;Sin especificar
Reparos;3-2017-1357;;;01/06/2017;11:00:00;Diurno;21;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1009;60466;Lezama;02/06/2017;10:00:00;Diurno;20;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-664;;;02/06/2017;0:00:00;Nocturno;42;Masculino;Conductor;Motocicleta;Autopista nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-1066;60270;Ezeiza;03/06/2017;20:40:00;Nocturno;32;Masculino;Conductor;Motocicleta;Calle;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-242;;;03/06/2017;9:20:00;Diurno;21;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-608;;;03/06/2017;5:05:00;Nocturno;29;Masculino;Peatón;Peatón;Ruta nacional;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-796;;;03/06/2017;15:00:00;Diurno;35;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Bueno
Ministerio de Seguridad;1-2017-832;;;03/06/2017;7:30:00;Diurno;Sin especificar;Masculino;Acompañante;Sin especificar;Calle;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-1067;60270;Ezeiza;04/06/2017;22:10:00;Nocturno;Sin especificar;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-551;60274;Florencio Varela;04/06/2017;14:00:00;Diurno;47;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-879;60134;Cañuelas;04/06/2017;10:00:00;Diurno;25;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-958;;;04/06/2017;16:30:00;Diurno;47;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1149;;;05/06/2017;0:01:00;Nocturno;19;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-552;60274;Florencio Varela;05/06/2017;3:00:00;Nocturno;14;Femenino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Bueno
Egresos hospitalarios;2-2017-1289;;;05/06/2017;Sin especificar;Sin especificar;23;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-183;;;06/06/2017;21:00:00;Nocturno;72;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-243;60778;San Vicente;06/06/2017;23:35:00;Nocturno;79;Masculino;Acompañante;Automóvil;Ruta nacional;Otro modo;Bueno
Ministerio de Seguridad;1-2017-566;;;06/06/2017;12:00:00;Diurno;Sin especificar;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-609;;;06/06/2017;0:00:00;Nocturno;29;Masculino;Conductor;Automóvil;Ruta nacional;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-740;;;06/06/2017;1:15:00;Nocturno;Sin especificar;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-90;60655;Punta Indio;06/06/2017;23:30:00;Nocturno;79;Masculino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-1013;60028;Almirante Brown;07/06/2017;8:30:00;Diurno;19;Masculino;Sin especificar;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-633;;;07/06/2017;16:50:00;Diurno;17;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-89;;;07/06/2017;13:30:00;Diurno;26;Femenino;Conductor;Automóvil;Ruta nacional;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-276;;;08/06/2017;23:00:00;Nocturno;19;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-94;;;08/06/2017;18:30:00;Diurno;80;Masculino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-339;;;09/06/2017;23:30:00;Nocturno;60;Masculino;Conductor;Motocicleta;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-880;60260;Esteban Echeverría;09/06/2017;7:15:00;Diurno;66;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-91;;;09/06/2017;20:45:00;Nocturno;15;Masculino;Acompañante;Motocicleta;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-92;;;09/06/2017;20:45:00;Nocturno;24;Masculino;Conductor;Motocicleta;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-340;;;10/06/2017;20:50:00;Nocturno;50;Femenino;Acompañante;Sin especificar;Ruta nacional;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-665;;;10/06/2017;6:50:00;Nocturno;23;Masculino;Sin especificar;Sin especificar;Autopista provincial;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1010;60515;Malvinas Argentinas;11/06/2017;19:00:00;Diurno;Sin especificar;Masculino;Acompañante;Automóvil;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-1011;60638;Pilar;11/06/2017;19:00:00;Diurno;67;Femenino;Acompañante;Automóvil;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-1012;60028;Almirante Brown;11/06/2017;19:00:00;Diurno;70;Masculino;Acompañante;Automóvil;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-525;;;11/06/2017;18:20:00;Diurno;43;Masculino;Acompañante;Automóvil;Ruta nacional;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-526;;;11/06/2017;18:20:00;Diurno;32;Femenino;Acompañante;Automóvil;Ruta nacional;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-741;;;11/06/2017;8:30:00;Diurno;19;Femenino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-93;;;11/06/2017;22:55:00;Nocturno;Sin especificar;Masculino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Egresos hospitalarios;2-2017-1216;;;11/06/2017;Sin especificar;Sin especificar;27;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Egresos hospitalarios;2-2017-1231;;;11/06/2017;Sin especificar;Sin especificar;23;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-553;60218;Chascomús;12/06/2017;20:20:00;Nocturno;39;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-742;;;12/06/2017;11:11:00;Diurno;Sin especificar;Femenino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-95;;;12/06/2017;6:32:00;Nocturno;Sin especificar;Masculino;Peatón;Peatón;Ruta nacional;Colisión vehículo/Persona;Otro
Ministerio de Seguridad;1-2017-959;;;13/06/2017;6:45:00;Nocturno;26;Masculino;Pasajero;Colectivo;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-97;;;13/06/2017;21:05:00;Nocturno;37;Masculino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-1068;60412;José C. Paz;14/06/2017;7:15:00;Diurno;71;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-478;;;14/06/2017;22:00:00;Nocturno;46;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-666;;;14/06/2017;8:30:00;Diurno;43;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-833;;;14/06/2017;16:15:00;Diurno;47;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-184;;;15/06/2017;6:30:00;Nocturno;34;Femenino;Acompañante;Camioneta;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1150;60056;Bahía Blanca;16/06/2017;4:00:00;Nocturno;37;Masculino;Conductor;Automóvil;Autopista nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-297;;;16/06/2017;11:30:00;Diurno;37;Masculino;Acompañante;Camioneta;Ruta nacional;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-922;;;16/06/2017;10:45:00;Diurno;34;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1069;;;17/06/2017;5:00:00;Nocturno;23;Femenino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-445;;;17/06/2017;4:00:00;Nocturno;17;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-634;;;18/06/2017;9:00:00;Diurno;23;Masculino;Acompañante;Sin especificar;Ruta nacional;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-96;;;18/06/2017;7:45:00;Diurno;40;Masculino;Conductor;Automóvil;Ruta nacional;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-244;;;19/06/2017;23:10:00;Nocturno;57;Masculino;Conductor;Camioneta;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-667;;;19/06/2017;0:00:00;Nocturno;22;Masculino;Peatón;Peatón;Autopista provincial;Colisión vehículo/Persona;Bueno
Ministerio de Seguridad;1-2017-98;;;19/06/2017;0:20:00;Nocturno;57;Femenino;Acompañante;Camioneta;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-99;;;19/06/2017;0:20:00;Nocturno;50;Masculino;Conductor;Camioneta;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-298;;;21/06/2017;20:45:00;Nocturno;21;Masculino;Conductor;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-668;;;21/06/2017;18:30:00;Diurno;28;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-960;;;21/06/2017;4:30:00;Nocturno;32;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-341;;;22/06/2017;13:35:00;Diurno;61;Masculino;Conductor;Camioneta;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-100;60274;Florencio Varela;23/06/2017;10:00:00;Diurno;31;Masculino;Acompañante;Camioneta;Ruta nacional;Vuelco/Despiste;Lluvia
Egresos hospitalarios;2-2017-1286;;;23/06/2017;Sin especificar;Sin especificar;73;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1186;;;24/06/2017;15:45:00;Diurno;9;Masculino;Peatón;Peatón;Ruta provincial;Colisión vehículo/Persona;Bueno
Ministerio de Seguridad;1-2017-380;;;24/06/2017;7:30:00;Diurno;37;Masculino;Conductor;Camioneta;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-381;;;24/06/2017;7:30:00;Diurno;52;Masculino;Conductor;Camión;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-446;60410;Ituzaingó;24/06/2017;20:40:00;Nocturno;24;Masculino;Acompañante;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
